prompt_variant,schema_variant,exemplar_strategy,k,runs,va_mean,va_std,em_mean,em_std,ex_mean,ex_std,ts_mean,ts_std
default,full,all,5,3,0.855,0.024999999999999994,0.30666666666666664,0.015275252316519486,0.5016666666666666,0.025166114784235853,,
