prompt_variant,schema_variant,exemplar_strategy,k,runs,va_mean,va_std,em_mean,em_std,ex_mean,ex_std,ts_mean,ts_std
default,full,all,3,2,0.925,0.007071067811865481,0.265,0.014142135623730963,0.52,0.014142135623730963,0.5431860682561944,0.014958663790879494
